theta,r
1.6629630383194467,4.528877059738345
0.7337274298275975,3.5927271188874585
2.1343570320351395,2.669136093809315
1.8879961991387832,2.58467474947192
2.078145040399284,3.2782391620453266
1.6141951535838714,3.4120179896599767
1.2146007990108378,2.5089738763339753
6.275403922535473,3.324584296173696
0.8456098161545061,2.786212811260421
3.604875408623239,2.408566304900777
2.106112647930746,2.89798559330569
1.7518271932303267,2.601771132192954
1.245442714553184,3.78476636471191
1.6992765633370397,3.0289145030388758
1.5744385285550828,4.360330138065626
2.06619183884517,2.657595030847194
2.339247263115777,2.4578698021390863
0.9905662412920683,3.741448165253689
0.3736484859396061,2.796332781910874
1.3143216725292641,2.753643762107031
0.9033432895867315,2.5592244116011083
2.052933995419223,2.2872779059613197
1.1377505542302497,3.8508929205245708
1.9182476433422222,2.675205297100983
2.026669951550608,2.78295509505746
1.595631840492678,2.5494561080371896
1.071502164844348,2.3035020317267216
2.0924539598788825,3.1455754334982444
0.8126867295747595,3.5843926451193164
1.857985856978996,3.5298233258103897
1.4577096248008516,2.956670269966106
2.174367171823751,1.8772294753486165
1.3532995259348448,3.7571364779055187
1.029576091624289,2.915604650641778
2.2142067879586014,3.654597263332257
1.584654975548375,3.403201637099112
1.3417140017433615,3.4365420315048927
1.469914455316429,2.3701315180373355
1.1124311619701126,4.30352943762116
0.7171294220939591,3.630316342102766
1.5385184791688882,4.109982172995675
1.1166406796344557,1.946004791324663
2.3258610494488527,3.0111211129625537
2.060408169546945,3.5415916130674767
2.316517952364772,3.1951416069833645
1.9938104835617894,3.493896483965656
1.367769332389178,2.9156568881136273
1.4280249154268063,2.9054939497138963
0.6580063030917138,3.182174879781355
0.9751156744247622,1.5892560611279787
0.4545531011278494,2.2838334371292572
1.2029011604145263,4.1138137390183065
1.410942255819467,2.8604389405525685
2.4853049605599367,3.6316637271463095
0.8799726100376803,3.7451493575506087
1.2509210701718476,2.387657916541119
2.355738964032325,2.1074828420834417
1.756265528878051,3.660466417156378
2.1818592819482205,3.632749606489914
1.140217830235605,3.627998701042015
1.1305559341130413,3.1321172470871916
1.5471001851347668,3.633052540623714
2.52872392124251,3.4653801208883364
2.0587987545616704,2.5387096167494843
1.3290822560428097,4.047084045648116
2.1749034858049647,3.821173885359857
2.060579484495661,3.222256266809535
0.8174801806751791,3.1412093747774743
1.5534593093731845,3.5724580247299285
1.947218826684352,2.715427654056761
1.9168853651154836,3.096596263114165
1.6550056300902765,3.1154607047922696
3.2275513729954657,4.060696056274741
1.6585360631353006,2.5530726933001993
0.8104647091573213,2.5020759365694483
1.0590187515602931,3.23814124141203
0.5430416688066084,2.733678673103484
1.3400065838198474,2.923356516258045
1.2987944087496643,3.304834158318053
3.4401781579444712,2.780888842904116
0.928109198700856,3.7337214884646155
0.9704521352436667,3.058905644190086
2.144391262434514,2.5049325749851454
1.95460144925419,3.5313448492343635
0.8696032143451858,2.9498523357797817
1.7823366626794437,2.789936983518416
1.727769164645526,3.239969508433791
1.3156116581454496,1.977970541342308
0.6445022056824432,3.0756591913016376
1.809359895524048,2.8379749565286247
1.6054928194828317,3.0353860646080353
1.8124219284987069,2.4684423739511465
1.2416746775507888,3.52220448207554
1.2701604406124158,2.79542647366888
1.859157537716115,2.5066173114330033
2.709306209470154,2.536911871654884
1.1751350245993604,3.1239029599995325
1.898955448806508,2.559769032521447
0.775777830774099,3.7017885310137553
0.8512480676465841,2.4380312529332935
0.9060225830834078,3.3931090698394275
1.677330076808381,3.5776965075810363
0.9213856474013965,3.0455576011914918
0.9142116564088845,2.83751457098486
1.7738599714464836,4.311506200343591
1.3947477972018245,2.644877094382211
2.0106114299151554,3.075082341254544
1.34269326872579,3.7954423021213777
1.2223621552355308,3.2194010343511774
0.5611033157258005,2.8577841201493444
0.47572874921233965,3.916419918446416
1.4090183562851142,2.2500365718482778
0.8919689032792987,2.8572715997944096
1.6691671399179722,3.1306564326738697
1.3840004735505989,2.9930489173248644
1.3784728113583864,3.7020750034184076
1.9771853060528832,2.7477336175067455
1.4737594481251748,3.107202284488157
1.5479053997375503,3.0227459612061183
1.9272554198742018,2.551010361381115
2.1704780103847723,3.62105589000618
1.5637313985426262,2.607091615264731
0.7807602189725743,4.043444162992259
1.1327396361749356,3.345441913613859
1.514496711913473,2.9844959368223143
2.330731993763348,3.4751542007787353
1.8760598641121038,3.1394885745686003
1.3837245280732218,3.63595272465697
1.0638534629754068,1.9240740298190944
0.8470148091904793,2.2890879538746347
1.5310843602623085,2.2873188459706264
2.188630873679031,3.958398840181886
1.8861901239319303,2.9245284827174345
0.8509661946144852,2.778153418559098
1.4317678969466545,3.2392558296356295
1.30890409431448,3.6704291811530436
1.9582908403766839,2.0900323357176083
1.2008577624484227,2.0778438923926856
2.461358386597544,2.946453983300641
0.7119670055817262,3.421971086517725
2.137794898578159,2.115565030408238
2.9215719676849026,3.686481617245461
1.5621029178954067,3.5547691120431715
2.234159733035086,2.7729225347652338
0.6194395408506546,1.7829018710816191
1.515391660000183,3.826606583707851
0.45497705638455854,2.1684739414079734
1.6412781702618702,2.941035729100115
1.6726639434007724,3.184929680352544
0.9718258526785325,2.763946238430338
2.7320939101268227,2.164794243608865
0.6073573080037575,2.6016011426231613
2.4656486293372915,2.9473414086190344
2.313350422103173,2.3544364989482993
1.817739634005095,1.6819665596362439
1.936211535398994,3.4038601131229576
1.6874514627737796,1.6849296708451251
0.442182921611852,3.3323596473156325
0.047824849645752954,2.9071874898313443
1.9804033501931169,3.463302833670846
0.7503038959610323,3.0131219532396254
0.6423494337376199,4.1761735109691696
2.607386592990636,3.615214083516314
1.5406392457152107,2.9296355825807714
1.2830283490725969,2.922431391659205
0.828437098981999,3.335881267000269
1.4176028017731912,3.455110626591886
1.8929360740657866,2.6649664581095935
0.6434232673526527,1.921796727177609
1.4922142701063277,3.6776679763231086
1.9036305106199392,3.903753508431997
1.5146660084460675,1.7790449648559046
1.266031919085035,4.083707454413826
2.1866044162674236,2.473506651617544
2.095061716754242,3.45933619026927
2.367863954455973,2.7842304501325548
1.438657244660778,3.860737632949583
1.6016026493858457,3.760648747203297
1.8560522388989713,1.8004387600563376
1.057492541577613,3.382400425769125
2.9369657234005,3.1663534920387155
2.3479220699702688,3.1552982548867385
1.5761207691115284,3.9817334792181995
6.24085307978083,2.3547877505197348
2.5003104914274488,3.2972985824863557
0.8589740137951731,3.7605162985478238
1.3288768859015851,3.9170351975986732
1.4896417371369524,3.0868426309091967
1.9706852590700412,2.7452910627349505
1.8880967238437636,2.9017257420388396
0.439324032217008,3.2269576011017893
0.33814150510458796,2.6306439649662146
2.1029618546896094,2.64062175690209
1.5623697672347783,3.722106640262494
2.463121887851665,1.8097018782849663
2.4864933229977235,3.53789353810875
2.0476916015246647,2.9375304059342096
2.2822497927076575,2.7036194543274785
2.7158092914583936,2.729029666652189
0.8804120236191588,2.4153264752721357
1.0655230967210023,2.032990253643164
1.6173304963800275,2.4066655142412454
1.0490641996169907,4.8096608245915045
1.5414291505146598,4.426803078416738
0.7747465927451075,5.550764038999544
1.619138205060496,5.2355943252785275
1.1092059464949708,4.742996207340852
1.3281308571269683,5.570285916157722
2.3175799810171562,4.02132537191835
1.0654019726920159,6.378043859539612
1.5636869836383482,5.331911589740095
1.796824799804102,5.791160924110984
1.1689922614094028,4.508412500510842
1.391760343649631,4.476280906456481
1.88868178330595,4.501866449341777
2.3079669724900187,5.155473034339837
1.5088931694816246,5.270083783897231
1.954474297069344,4.768199356739712
0.3616286034865499,4.074333262380835
0.9983299492667913,5.59498193091217
2.431047496410268,4.893312785309123
1.6838345025438664,5.446934736208502
0.6447704551035078,5.045494681357531
0.3246534882482457,4.727659461009085
1.2016070763350304,5.150715689833132
2.9035598551592208,4.901281548254392
1.1471604537987377,6.098374702782959
2.1368897529251956,6.03689139231099
2.4301513245707387,5.432018797514344
1.7755679846041623,4.590361568378007
1.6564276991461582,4.820993982315508
0.8572399324851177,5.083114002275207
1.707811554757903,5.135164250455211
0.9256918177197079,5.698633209608515
2.0667632581199102,4.6551375460730275
2.661160032262204,6.263491628317518
0.5040077744441389,5.467394935182837
1.3720012628985192,5.087980280616126
1.782772934748221,4.575331949351917
1.715621855339641,5.410414005737358
1.3855873884928938,5.00030269207786
0.9938646525095922,5.062760989111452
1.2857196578153043,4.868281542978533
0.6126786028225764,4.375542839241962
1.6063227474673845,4.5889403878708155
2.2109160672472217,4.7807964655332365
0.8391876413344738,4.260774398482416
2.359760147101387,5.590820497164555
2.2407208504746876,5.434808428738722
2.7496472166100925,6.2250583413908105
1.3729031125310154,4.608744301873278
2.088707727643341,5.245797571607376
1.5700760513404486,5.135901810928943
1.5870145197618846,3.9925958571286184
2.223979571773138,4.430051310596364
2.0671172108006415,4.558491650527775
1.423645224694318,5.019615855804657
1.2741860111078074,4.752901404636295
2.494465964393725,5.490105002675918
2.5352511413646384,5.367070630703821
2.2175866905416353,5.790073831646377
2.0119491176846007,5.583745597138556
1.795832372356298,4.649336947142325
1.1960450485750798,5.132349693391767
1.6222039554189691,3.713681391821167
1.737991464471075,4.5138696469074135
2.225469217448103,3.5859945203997556
0.29930235503616553,4.657948111944747
0.8728315326511135,4.394566890376956
2.4500820430848806,4.724914854298194
1.0071217989187433,4.812797703256734
1.6014028077861882,5.586410906930734
1.5158907006593918,5.369645289061163
0.6612049359639344,5.0058758511081445
1.786914462185663,5.254719834258782
1.6596723245235412,4.9955394277934095
2.310186421455728,4.3643850414366465
1.4279027962625839,5.843080340957652
1.9658127578458573,5.7064070196135495
2.1953906239114267,4.793226741346589
1.9641949839819075,5.493189454248519
1.542257339398387,4.299602135182917
1.174144269725581,5.445414203452193
1.7194133391790698,4.813514621754082
1.5551729463143618,4.720589944059704
1.8357563409311741,4.877238876138809
2.5276484176054534,4.659324140811667
1.2608278457940159,3.6647000629999633
1.7651648343917716,4.212419921886308
2.0127080322903588,4.778111788492497
0.8825819064919066,5.140934165583372
2.1172598190353358,5.4047881583378805
1.5788752315821426,4.46887810178316
1.5847881305390235,5.036122802432438
2.0075090781191047,6.105424300580132
1.5631715468039533,4.629324528742138
1.2046082995143748,5.351180073410614
1.7976368228942743,5.211239517781798
1.7233258613652973,5.625160704316621
2.841967793648808,5.678296513884465
1.9550198632967808,4.960590030111116
1.6023188610737176,4.53918239994522
2.0604417313181775,5.123376040379275
0.7613088336018292,6.056823876121782
1.7366875776950474,5.742153213515437
1.4028625334719362,4.887248399884841
1.2075113317875263,5.15598070565605
1.1187483866459786,4.907656155333374
1.8526838724668684,5.07826113634417
1.6255103065655185,4.843580459915991
1.9511592082775429,5.228301413160383
1.0892064935069534,5.647867815166374
1.1429334971517255,4.504159149636558
1.0391895962068114,4.2501298397938045
0.7733196033488517,4.329218677034164
1.5453429945839763,4.217999163089463
1.1811150709178593,4.423777150678271
1.657708811208608,5.361714767161445
1.1032228634162764,4.319384584539329
1.11237476807684,4.812517327114763
1.8308737858734725,4.676037534954301
6.249173106955833,5.983430638617757
1.301738946036922,5.295123200464996
0.47853145676624487,5.178895355446181
1.0335920112263528,4.849739042538782
1.8602090250346197,5.260984599106468
1.6969109017511876,4.553603400825384
1.42874045814571,4.857555472117952
2.5763507392743255,4.542013642707928
1.6151526720858127,5.364408058881119
1.8830803215597207,4.94528375052612
0.892219663080497,4.708878244064538
1.4433616213598734,3.7995779804331713
1.4040087083659318,5.435470997801461
1.629400094752066,5.061197375227507
1.841696326880408,5.161558397528047
1.453526364386334,4.486746418126838
1.2961141855504577,5.395901011576899
2.03657187555733,5.081852301819473
1.3629439661974987,4.40885053316981
1.5507106566711835,4.431850864418498
1.6855966909693927,5.233487501162875
1.3099607125472668,5.3657085364366095
1.4215941097631286,4.762412777507942
1.5817395953387607,5.914631347847972
2.059877272537153,4.610952134147704
1.3638169800822109,5.158859218346367
1.2610047844942622,5.472462568224058
1.4127546483323143,3.8240991278308685
1.0546684213805744,5.708196115824503
1.8286144145444234,5.916544997261104
1.4996202958432,4.619647921174495
0.7305353247328947,4.361507896921087
0.9874417658888807,4.464367251927998
1.2815079085289915,5.225931129138638
1.2655713943679845,5.41568752127191
1.4243064216734436,5.184067991794864
1.6510254184835065,4.9381037017203395
1.4494194123818631,4.917233725789191
2.0506163081706976,4.592711388156864
1.6429370503081857,4.987697904231245
0.311848121251191,5.953078188236301
1.4507792863128273,5.275295884225037
1.6605957064899544,4.455099629931215
0.1358098810107491,5.511988146141709
1.246237148025151,6.033285605050164
0.4168397282290004,4.865874965721978
0.9501103414841592,4.480298491204095
1.8916793715076783,4.743666000179457
0.35854533968118063,4.8529576402395405
1.7582205725693325,5.004381467170448
2.316540983635442,4.232194944263756
1.5227666261912602,4.7795751964913675
1.4815310919872642,4.6539152456606425
1.6936309871688873,5.132953426775803
1.7768615897826496,3.5614999988016356
1.6258442995762052,5.644530456671036
1.1952139747741073,5.149780320167067
1.2256565968533282,4.853908748922613
1.3943590758067677,4.699347791328871
2.4129933181813765,4.694770153959702
1.319607688827081,5.239433871003587
1.2957714715076556,5.783378950734205
0.8190322665336411,3.956398080416336
2.010514463007799,4.6868047995384154
1.039297151614579,6.019231207105998
2.2386512702695143,4.658045551132307
2.415882755647139,4.259762985897353
1.7303049325848459,5.453594600900935
1.3002067886114659,5.086771013767225
1.1455634856949062,4.816902627966787
1.5107008813147231,4.992229783774035
0.03091203570685286,5.616527195736203
1.7519966961543911,4.897274767632399
1.4268108758043803,5.788338983538199
1.8864856784055788,5.024162945009621
0.9735674633455685,5.559138162547905
2.0792368949738695,5.574069886092502
1.2643460256133854,5.42604448715581
1.4578647109917953,6.070602536233077
1.8883473267761572,5.09667410040173
0.8969913585695904,3.7875829545655684
1.63454938161009,5.63388564138873
1.5832314304757418,4.9128836988459
0.9942124061895868,5.781776571319894
0.49567007299739707,5.354874624694443
2.159310816995746,5.797061266160029
1.7995598357503226,4.2370798298648875
2.819588705644314,4.444890037137122
1.755821920800782,5.681928160346207
1.6920460389714367,4.356796754228579
1.1962902989104076,5.6674462184672905
1.5283671530373337,5.562941307210233
2.333908346265863,3.940280186299236
1.8646249076240673,5.498794786526169
2.7680405248200484,5.157123041037299
1.9491973249137784,4.116367369369545
1.284462759114246,4.707637672539826
2.4961018925248197,5.24340385691086
2.2622895195584194,5.795256450513251
1.8413224047584347,6.001541886392921
1.8398305204035093,5.276724959726609
1.7466936045747672,5.780398716682074
0.5445171650150722,4.627848804242842
2.196532962743315,5.166607515495414
1.3639490497128124,5.2992350979147815
1.386324018652634,3.739379956528455
0.8956200702343435,4.847384766229855
2.1684783747220022,5.565256584924572
1.5145480172023376,4.541046919036504
1.4850828418438276,4.112248682525528
1.0973303692091088,4.404080112285371
1.7085283274397567,5.386350074380679
0.36289346503563946,4.718199706464405
1.1080682514583482,4.962282724270445
0.9884575120084231,5.658475709741116
1.6544878812856318,4.557981084372903
1.7250549682132141,5.407845214684099
0.9762876152086893,5.469202301595774
0.8585242952317406,4.327127455552359
2.380079880995889,5.572229399623414
1.4707227344587694,4.112892860499713
1.9434249432019912,5.066596774492426
2.2763999448238295,6.031296729238101
1.8755321467560784,5.537141523190195
1.5852680187270571,5.136003837085114
2.0826277666199493,4.235031767734008
1.5410545336915347,5.221129611279238
1.2914009258266643,6.236288320145646
1.9506924268442711,4.097229343519062
0.9627151482922236,6.391554470484313
2.1405588995261047,5.89785739843011
1.6147731267671146,4.861855632430914
1.2508034839157776,5.3576826478470885
1.5752813739866967,4.41256090865919
2.538445043436215,5.387510865900157
1.676176246066928,4.902095588064015
1.205175794193075,5.712824239139315
1.9296019845304537,4.842438568074274
1.402186731651778,6.436955920059894
1.8718370526913848,5.795569443366433
0.7756023407134099,5.536793407238169
1.8934108786051889,5.003808034142675
1.2931355569399918,3.6648418665859945
1.2939788603302937,5.3169750784403105
1.0285106542012672,4.268515954144857
0.8911205058953172,5.007864572564902
0.29693464993266083,4.853365120971044
1.1790993042302453,4.5880721373389814
0.916223850459796,5.648213920454366
1.8623853231727987,5.298345052290908
1.2695467067726454,5.503264389101054
1.83498813303102,5.090034539132641
1.6376863958862553,5.618656428587192
2.5409032656227843,5.352893504760457
1.2991262328133955,5.036592944466519
1.2147000639269614,5.235732903457359
1.8865483989191554,4.785400021553868
1.7121239770744756,4.220683377235532
2.456990334914766,4.487852986319125
1.1563236964837666,4.930045755368742
0.9240807532267777,4.904480016122311
2.1466772642738743,5.558591927827108
1.1657352036292963,5.51027529413955
1.3945453166086492,5.1652764018510755
0.6682793298837467,4.581665840925573
1.2666537295263767,5.436878490994231
0.5649195991422742,4.860745877226435
2.006373006703784,4.8840494420568294
1.5014185583617174,4.447106742363603
0.9592324083259353,4.174622800599704
1.9533707611797102,5.7045156018219245
1.7806396515008132,5.016232626886748
1.8226474546726288,4.908248428272414
2.38287482314462,4.914370050459237
1.4815820476904895,5.042344897219959
1.270426309732191,5.017059329811459
2.237495583715135,5.497953879327348
1.8090342150604708,5.197907422898088
3.417607769631406,5.029294496647439
0.5297424417692953,5.142305797185209
1.4933079600920052,5.329533402012746
2.338219473668506,4.847893021378402
2.548041683867984,4.177606037116028
1.1432836245411502,4.6191097153339795
1.9969650843742275,4.540558454156838
1.5017054924421673,5.66553560659246
2.929506074640031,4.865019120690521
1.3945965505359212,5.138307840252554
2.295519054876672,5.641080444234857
2.4383666550409537,4.905383451744368
0.6800692354786123,4.7922732727875355
1.988737501051186,5.8419679428758
1.4422662763536214,4.440253162505967
1.5736532559947343,4.99057077499837
1.4557962493585834,5.938703036678811
1.732867468211721,4.930884485194999
1.2043588267913723,4.996530599417834
1.0484978242273215,4.96672593240896
1.9852015863778243,5.364737561776293
1.341911813819582,5.684998554536539
1.6874125892254803,3.7499569928436953
1.137353671174268,4.728341593939338
2.2938081639459083,5.228247363473947
2.3648505831934994,5.459960094779238
2.0101533075227676,4.731512658112553
2.4416823410490314,5.10828620871699
2.469175729102333,4.953937252707469
2.1615236452955635,4.333978441242733
0.6531977244447141,6.0235542331765926
0.798217564771774,4.157304275305923
1.3277585863239767,4.36205505642844
1.789064095813808,4.744258138078058
1.705922620034175,4.931743440111687
0.3156286242901516,5.607456668447166
1.8195462940592741,5.835801524234333
2.5334166583805864,4.494584799325549
1.7473104485863706,5.151834357747275
1.5796953720784461,5.229086159714008
1.3728199730598094,4.024310343340084
1.0045830361982346,4.243582515075939
1.6040618042160166,4.8197103370928795
1.710235711908641,5.673083015182537
1.488035897622681,4.26948562288892
1.8305557487141098,4.942430157022326
2.770359136056271,4.885907428488749
1.5212744092881245,5.7480010870409535
0.9726681021908179,3.267981744930589
1.4248834631965006,5.40031134099776
2.3651497257048266,4.627402894991929
1.7596222855447725,4.886739725828292
0.9860891336133276,3.7290130580174683
1.1375640330808472,5.622437685707684
1.6941346292199357,5.763945700291934
1.571803311424973,4.2417197032661225
0.6036348116108269,5.120952642568843
1.5993218711588202,4.27700308827298
0.8988250188655714,5.215956334593138
1.214961990715762,4.902779762897208
0.937268005823139,4.571193514843166
1.5790747607485527,4.692623996007793
1.7975463407132197,3.8236244906444954
1.8918660871572648,4.458177935677485
2.0562708182736626,4.801663884022039
1.4769776461732838,5.619343950148081
1.7124595276073618,4.271309489239714
2.2508690557524207,5.360131741996989
1.304346278790641,5.103745413014838
1.0756033567893288,5.0989497909945065
1.3306477032495714,5.003760317183539
2.6438083391191776,4.708084752315902
2.7802373889421337,4.562929855981306
1.8772847986183643,4.141638435576774
1.6681113499832874,4.588770757671489
2.6495244331370573,5.098727767092947
1.3690345473139196,5.403757863906164
1.795322402165837,5.895719238552176
0.6188186056920579,4.833258566117721
2.4363554901084847,4.697061885987267
1.116814003977342,5.228009597753269
2.076344982269311,5.713737735012333
0.8591539421905252,5.667114721480871
2.7037903346708965,4.278944128817093
1.3803265934883209,5.16472968446018
2.2981563416925415,6.282087824360425
0.8322669003205886,5.837652850274144
0.30896261764049693,4.598355554380351
0.8856526944690465,4.473762849084878
2.7360338805497197,4.617226514498984
2.0388151141776047,5.1058843951710635
2.020827012139363,5.027769974358261
1.928922631451219,5.589137115938893
1.766684391504808,5.2343871210727695
1.9779926917448543,5.649429080350717
1.000866154783076,5.458161277357367
1.8743161401807074,5.862979081101821
1.2924540639102928,4.52107316683785
2.192018277323828,5.013104661641319
1.3334986931974724,4.758214320764097
1.9394510195578407,4.365772434720398
2.3264276481445467,4.727071180021185
1.8338851788728705,5.312434311248663
1.7793993411243059,5.168527690504936
1.876060669197463,4.536243990189867
0.4128392040237463,4.639162157848769
2.3961019291095846,4.895355516929431
1.901754152957538,4.961533199120124
1.3833901611638229,4.907401001472772
1.8372788990205922,4.431826511155711
1.8485234120096812,4.5862121422485655
1.9614661824696114,6.555821583750798
1.116323518537653,4.222220839778145
1.8493509544459095,4.8388543330975216
1.6472949421478302,4.950052633282838
1.2629713350955052,4.528248145862217
1.4390611025136093,5.377424267285277
1.0117010824807267,4.125383088309545
0.7309677543082568,4.240586943298715
1.4405534714475634,5.631056573325758
1.0225904722376211,4.58644007635454
0.9227751575719817,5.079482667302988
